id	filename	md5	size	state
c0c4d39b-6423-48f2-acad-07f0336f9f0d	C500.TCGA-FJ-A3Z7-10A-01D-A23K-08.3_gdc_realn.bam	4e0e79b38268e8c08b173e7411e0c53c	11157407292	released
1032a471-85c9-4262-9673-dfb44d0bc18e	TCGA-ZF-AA4U-01A-01-TS1.831DB569-494E-45A9-A8D1-4748BF3ED5F6.svs	c4d9282786f0d6ab9a418a49f15d6088	249368277	released
5440e893-ebd1-4772-8b34-27954b079323	5440e893-ebd1-4772-8b34-27954b079323.vcf	3a780a97a74eb460799dd684e39c48d7	232057	released
a67f6c95-e682-4989-a22c-a9eda2b8c44e	TCGA-BLCA.809e3d49-a62f-4d22-b228-e9e3530ca83c.ascat2.allelic_specific.seg.txt	717fb6340d8328b9cedd4a69cb14fb69	13661	released
35b1d08b-256a-4ba8-a6d9-d77b9b1ff968	WAXEN_p_TCGA_252_253_N_GenomeWideSNP_6_A05_1270634.nocnv_grch38.seg.v2.txt	8dd6bf89164e7da18df1b753e353b644	2902	released
765c431f-e441-45dc-874c-4f663eae4141	c54f46b6-eebf-4433-8e61-699fd37ed65f_gdc_realn_rehead.bam	6f8467d5f940b829e2f1ba3084cfd7d8	8536387681	released
84854c80-e816-4262-bb89-8f332db4438b	84854c80-e816-4262-bb89-8f332db4438b.vep.vcf.gz	d87eb704ee2fe6a3948c486e50240b34	1433736	released
ec7bdf88-f379-45d0-a6fa-8579864240fc	NAVVY_p_TCGAb_401_NSP_GenomeWideSNP_6_C11_1487026.grch38.seg.v2.txt	6c56e0d3b18756f8d0c2d8e24ca10929	78520	released
80f522c8-62ad-4b73-bef9-809bc26defab	TCGA-FD-A6TE-01Z-00-DX1.1CD738A0-1D6D-461B-9322-21F77CC3D167.svs	4f5e6a65dcfe8d764123e06312066aa6	2221470055	released
8c5e9598-938e-4a00-8518-402668039c3e	TCGA-FD-A6TF-01A-52R-A32J-13_mirna_gdc_realn.bam	7221df2010684758bacdffc9c31d1329	203689956	released
87169308-5ea0-4f54-b818-c09f8bb17b77	nationwidechildrens.org_clinical.TCGA-GC-A6I1.xml	18bba54e9d1f07dd2a8eeed6375f4656	36767	released
f9c9a9a3-cd2d-4f57-aae9-8be52d1e9a29	CHESS_p_TCGAb_112_347_367_NSP_GenomeWideSNP_6_C06_1438708.grch38.seg.v2.txt	94223ba588f553cf8fe236ae5e5e592d	25901	released
4d74c5eb-684d-499f-ba4d-fa18dd6deae6	nationwidechildrens.org_ssf.TCGA-XF-A8HB.xml	b8e44bbf6fd49da73766c33b5de70116	16295	released
d4908eed-95a6-4f5a-b786-9a31862e5bd2	TCGA-CF-A8HY-01A-01-TSA.3899AA69-CCD2-4710-B964-AF71D602AB1C.svs	195f5ab96bcd6bf8f551cc9d451f4cc3	261076211	released
57c638f1-dab3-4ff9-aa3b-04307ed017f2	C500.TCGA-FD-A5BU-10A-01D-A26K-08.4_gdc_realn.bam	69ab6793c19d55ffff730db68f4babf5	6909253790	released
3f7ac0a2-550d-409b-9b9c-38cc3d4be332	a0cb85d2-1663-4b11-8caa-ef8656679a99.mirbase21.mirnas.quantification.txt	1a170cb3a95bee0857ecd788c1e4177a	50387	released
74b6a49c-8939-43ad-aca8-2991ad451a5c	TCGA-BLCA.e9b73d3f-bd84-4cab-b719-ffa71cbd7dc2.gene_level_copy_number.tsv	bde3edd08ba76340b71b4acf44580adc	3482200	released
982cad25-b5f2-4238-8a36-067a410bb05d	TCGA-G2-A3VY-01A-21-A23Y-20_RPPA_data.tsv	3c02268239239589517b9de6570e6939	22097	released
550e4d60-ba77-41ea-a90a-fd29252a80c6	WHIPS_p_1TCGA_220_235_N_GenomeWideSNP_6_E12_1230956.grch38.seg.v2.txt	d869f9d23fee2b5c7160d51d3b608328	25953	released
4c8ae72e-955d-475f-a6b4-30ccb0be5655	AMAZE_p_TCGASNP_b86_87_88_N_GenomeWideSNP_6_H05_735410.grch38.seg.v2.txt	95272a28e9fc7342be7c326c92ff1290	31644	released
8a0c9c64-c55d-4e2e-8176-4dc8831bc1dc	TCGA-HQ-A5ND-01A-11R-A26X-13_mirna_gdc_realn.bam	17cf0b6edc888032d177fc5f7ecd629b	119670766	released
30f7c07d-32f3-4148-9309-21a193bae631	dd1d19b2-681b-447b-b16f-f9b0bf4f4c30.FPKM.txt.gz	155723871238c95b985f2a64ca8bdc0b	553104	released
bbbdf25d-f4e4-473f-ac53-7b0c48c76e96	599f6273-660e-4464-815b-74d6ba10ed8b.mirbase21.mirnas.quantification.txt	ebbd19d47c26fd6cc69114af1159e4ad	50273	released
3ec4d65f-2e56-411e-9121-f3baff6d1370	C500.TCGA-H4-A2HO-10A-01D-A17V-08.1_gdc_realn.bam	e03cdfcf7bc0b12b0102e87982287390	16916951851	released
7ec6d8f6-af9c-4b28-b121-4bbb56e5d639	AMAZE_p_TCGASNP_b86_87_88_N_GenomeWideSNP_6_C09_735556.grch38.seg.v2.txt	c3f88c340866858592f85eade833fa2f	23333	released
28b99675-5a6c-4d3c-a3b4-6d57475a384a	de1410a5-1777-4ee0-9185-9d8b21a6ff4d.mirbase21.isoforms.quantification.txt	6e927ce45c1611d420296a0e3f4e0ce8	383765	released
b10b1403-54e1-4f4f-8709-30600df265f4	b10b1403-54e1-4f4f-8709-30600df265f4.vep.vcf.gz	38f42515741cb44b80b2130c8561061c	165085	released
4419acbb-5a7a-4114-8d33-5e4d89471415	TCGA-G2-A2EF-01A-12R-A18B-13_mirna_gdc_realn.bam	37d8f615a16af529e95fbff875262358	213086308	released
af7e3bfd-e64b-406d-8725-57171a3e4019	af7e3bfd-e64b-406d-8725-57171a3e4019.vcf.gz	752d0ebd48949b407887ba05189eb007	176705	released
07a0f75c-ed7c-40a0-aae6-fe544162cca5	07a0f75c-ed7c-40a0-aae6-fe544162cca5.vep.vcf.gz	b5728b3ab2fc8592cd666f4ec6852003	125159	released
e6f6f828-1d10-47d8-94d0-32fcd3bf996f	C500.TCGA-GC-A4ZW-01A-11D-A26M-08.5_gdc_realn.bam	60ab94b405d2aae6a3f0a9c3e2291bd6	6794098962	released
78dd90eb-551f-4e06-adae-78d0c11312e8	TCGA-CF-A7I0-01Z-00-DX1.9920A024-B523-4CB6-992F-0BD80D9E11C9.svs	6f43d6d02daa402006291c81d513b6fc	872434627	released
88d692c6-7d96-48ce-9d16-4067b7dd4513	bbe70122-fa30-4ed9-9837-530b79e5f31a_gdc_realn_rehead.bam	591a351b0854e421e632f10af1638f95	7566203453	released
d5c60059-a2f1-4bdd-ab44-27b28b5cf19a	nationwidechildrens.org_omf.TCGA-GV-A40E.xml	a0fc371be37a97ef603c00616636ab15	11327	released
e9904016-8f2d-4402-92f9-6342cc714777	TCGA-BLCA.70ed5932-a7d8-41fa-9255-1c6a5be9db05.ascat2.allelic_specific.seg.txt	48d51899f47ce2529a0c3553b73989b1	8634	released
ea6f6692-7dc2-4a35-b0e4-5fa2566be291	CONGA_p_TCGA_b_317_318_319_NSP_GenomeWideSNP_6_A02_1365296.nocnv_grch38.seg.v2.txt	663f8d866ff14ea44c0556f3557207b6	3614	released
8dd582f6-86e5-4ca1-a688-98c9d8db30f4	a4249cc5-3d27-4662-b528-5878bb89380b.htseq.counts.gz	746e05c2be9d6fc0899a876431fe1c4f	251066	released
ccf296d5-d33e-431e-b4d3-b21dc2d76ccc	ccf296d5-d33e-431e-b4d3-b21dc2d76ccc.vcf	2af1ba035b90dfb7d1cf983f5243e1f2	224043	released
5ee1ea40-7208-41bc-afb0-cc967dfe3b49	TCGA-BLCA.70d0d1e2-ccf9-4b0a-99dd-c58922c86e9e.ascat2.allelic_specific.seg.txt	3a9652ff537e61ff109cd87fcfc69e6d	6763	released
e438d677-7ab7-48c4-a2b8-23da72249437	e438d677-7ab7-48c4-a2b8-23da72249437.vcf.gz	5bf4b3a242e698c11e551eb9677240dd	558009	released
6f04d792-8c48-4902-90f7-bb5086ccea70	60f59038-b71e-4a24-93c0-b4e884585b04.mirbase21.isoforms.quantification.txt	0bab459db54c7b1aed535d465d7b0449	277310	released
48d898fa-1c05-429f-90c7-9c20e51a3d8a	nationwidechildrens.org_omf.TCGA-FD-A3SJ.xml	f58c50c1aae6d7b0132d2cb3dfeee457	10985	released
37ac9e87-cfca-4c6d-ba4e-136058f4432f	TCGA-ZF-AA4R-01A-11R-A38M-13_mirna_gdc_realn.bam	abcc73e23506fa8c79fa7584634893f8	166724985	released
44ece548-d345-4b0e-b1ca-932b70e85808	nationwidechildrens.org_biospecimen.TCGA-XF-A8HF.xml	c44e2550b7833b8ba5c0e5d895bff1e9	53879	released
bc9d218c-1f09-4104-b5b1-fb931cd71fb9	C500.TCGA-GV-A3JW-10A-01D-A20D-08.1_gdc_realn.bam	4c280c3470d359620a585dca95dd5f56	10750920054	released
e02597c2-45a7-4845-ab5b-640c46de6227	TCGA-4Z-AA7W-01Z-00-DX1.9BE6DF4E-480F-483E-8299-D949B5C09B4B.svs	289b7b4f50091ed4b1b6db226fd035bb	1788385965	released
a5cbf03f-a8af-438e-a06d-b9d4239a2c47	a5cbf03f-a8af-438e-a06d-b9d4239a2c47.vcf	9a9fdcb22723c7ad5d16e845edda0e92	286652	released
dbd56f7b-22c1-4de0-91be-01709e07cb73	C500.TCGA-BT-A20V-11A-11D-A14W-08.2_gdc_realn.bam	2a0c0411a691a2266212929ae2831468	8641866412	released
80de18a5-dfb6-4800-b3c6-0d86497a7efe	80de18a5-dfb6-4800-b3c6-0d86497a7efe.vcf.gz	1ff1d286f2c903b420170cc11c6ef35a	171265	released
02de3527-2a17-4bec-81a7-bcdf24833580	TCGA-BLCA.ef20bcf0-7ef2-40a3-b01a-40866fe3fb73.gene_level_copy_number.tsv	ed266729312c1a9167f06e279b62ac6b	3482529	released
7a6900ce-fe73-4ed9-9d57-261f48bbd432	c3c173e2-8cb9-4a2f-bf2d-ab5da40a3655_gdc_realn_rehead.bam	feb0ff85b39d4eef1fd2ea34b1816986	4905876755	released
e273b623-b362-428e-b63a-69f945f55fb8	C500.TCGA-G2-AA3F-10A-01D-A42H-08.2_gdc_realn.bam	23ac2dd6282f6e811e41cfb672f19837	7799275887	released
459aef3a-05b0-4db0-bb2d-1c7388862a4e	459aef3a-05b0-4db0-bb2d-1c7388862a4e.vep.vcf.gz	aa9a1a050dddda836964bba4d8b25565	753200	released
15c3c3f8-4ff7-4850-8b19-23bddcecc1d3	TCGA-BLCA.e1a681e8-460f-4ef0-9fda-bae70a9f627d.ascat2.allelic_specific.seg.txt	902cc17d4c4a834e03a29e2862fb41af	20498	released
7dd0c353-d734-4488-9cd2-547c30983ada	7dd0c353-d734-4488-9cd2-547c30983ada.vcf.gz	72042be51599aa69d37dd04fffdb8927	310804	released
cb5a5ff8-0a08-4032-8a18-08404f6d87d7	WAXEN_p_TCGA_252_253_N_GenomeWideSNP_6_C07_1270684.grch38.seg.v2.txt	2b5bcfee624e0012988964a3a491351d	22411	released
d89a3c19-8d1b-4c2b-a08e-08701a90cc1f	STING_p_TCGAb_356_357_NSP_GenomeWideSNP_6_B04_1388178.nocnv_grch38.seg.v2.txt	a51aabcd610bcc2d7bc8853e833073eb	3192	released
16fc416e-5a1d-4f90-890a-2a5716f380e9	TCGA-FD-A6TF-01A-05-TSE.18728F93-F489-437A-9D2A-235D535B99D5.svs	33a9cfe50f00e596a4f97ec312db2dcf	217919379	released
82454fa2-cd0c-4527-bd14-7f2b68c55db7	82454fa2-cd0c-4527-bd14-7f2b68c55db7.vcf.gz	9661a0544c75d57034b44c1506d07542	170852	released
cc05ecb7-6aa8-4eaa-a174-f1dbf6496d0a	TCGA-G2-A3VY-01A-11R-A22V-13_mirna_gdc_realn.bam	8ba66639cb47534b07fa59a022726966	136792506	released
ad21525c-a777-48ae-af7b-c48d5608657e	nationwidechildrens.org_ssf.TCGA-BT-A20N.xml	40f1e44d1b38ab9e38b4a41edac82420	17102	released
19d79ae7-5103-40dc-80df-457becfdc43d	TCGA-FD-A3B4-01A-12R-A205-13_mirna_gdc_realn.bam	77c12dd17386d86feb548c60dbfcf92c	194565426	released
bcf670e2-54f6-4c37-a20f-6e032bc7f9d2	bcf670e2-54f6-4c37-a20f-6e032bc7f9d2.vep.vcf.gz	cf5424a31bc5e6503810813cf3f59ff1	206842	released
39332687-9651-4090-898a-99299aa1d5ac	YAPOK_p_TCGAb_432_433_NSP_GenomeWideSNP_6_F08_1537476.grch38.seg.v2.txt	c450f0a6a1a6d6dba899b9c30e72ae45	23943	released
9ba405f2-9910-4603-8df9-32b470575c19	jhu-usc.edu_BLCA.HumanMethylation450.24.lvl-3.TCGA-ZF-AA5N-01A-11D-A42F-05.gdc_hg38.txt	510f513272e25c768656bbb31fdd07b7	141268729	released
3bf0f815-0acd-4363-acda-f6dd17a4a572	TCGA-XF-AAMY-01A-01-TSA.2D614D82-01AC-4823-AB77-BB77B82B13DF.svs	8057106d2e2a5db3636e778423527483	451727125	released
9979694e-bc81-47ec-ab34-7f669d49ebd6	nationwidechildrens.org_biospecimen.TCGA-XF-A9SY.xml	cb170e49d3357c09eac304e811eed92d	43168	released
7f51bda0-d25f-4591-a56f-5090b0ba832a	C500.TCGA-E7-A5KE-01A-11D-A289-08.4_gdc_realn.bam	e5dac0e9afc1df2aa0ae394f79c9690a	13779357056	released
a650f832-8413-4361-aecd-ba6b0bb86552	jhu-usc.edu_BLCA.HumanMethylation450.21.lvl-3.TCGA-UY-A9PE-01A-11D-A38H-05.gdc_hg38.txt	660a8bff332f6c0a21aaa8505b38671a	141290488	released
cffe03d8-8458-4a14-ae95-2cae79d987e2	TCGA-BLCA.27d3725c-4f45-4e38-a275-4163b26359be.ascat2.allelic_specific.seg.txt	402c183184879145328a9be7101c5ff5	3907	released
15d82fbb-c0bb-42ee-8451-29f10ca76273	9da3bf7e-e8b8-4a33-9746-9febc35b2b93.FPKM-UQ.txt.gz	e76a01482da2682bd03a0562362cf3cf	524993	released
51eb9414-bc69-4a51-b2f3-af48b375b43a	TCGA-BLCA.70ed5932-a7d8-41fa-9255-1c6a5be9db05.gene_level_copy_number.tsv	8c55a01f46152aca9187dba32bfbdde2	3483968	released
52cec5ef-a371-4565-bde3-f56223a111fd	C500.TCGA-CF-A3MG-10A-01D-A20D-08.1_gdc_realn.bam	1e34cb4006dbd2f28b3d6803598ca447	11681578163	released
5ba2bf61-7883-4723-aecf-ab65163f5329	5ba2bf61-7883-4723-aecf-ab65163f5329.vep.vcf.gz	b3131b33f292d733a2b9e775b34acbec	332791	released
189ee341-08a8-4810-b8f7-12a1996e9a4f	TCGA-XF-A8HE-01A-11R-A36A-13_mirna_gdc_realn.bam	94e493789266cc42ed10fd98d06bc395	172209380	released
550d33e5-90fd-42ad-b891-307aa8e1ab91	nationwidechildrens.org_clinical.TCGA-FT-A61P.xml	f58cd4ce37de2378d517a40ff39b48f3	36993	released
dc6c039c-bd84-4a42-9b17-8e9f83975386	dc6c039c-bd84-4a42-9b17-8e9f83975386.vep.vcf.gz	343aeb20f319a8ef71aa45b491d5c897	383827	released
be8f3bf3-f301-420a-b2dc-a7ec3985b67d	STING_p_TCGAb_356_357_NSP_GenomeWideSNP_6_A03_1388240.grch38.seg.v2.txt	8fd7b823baacde4668213ea33c3068b8	31755	released
8f8c6a85-f699-404a-a89f-5d5c3874407d	jhu-usc.edu_BLCA.HumanMethylation450.19.lvl-3.TCGA-UY-A78L-01A-12D-A33I-05.gdc_hg38.txt	b1f53f12154215f8c8042ab600d53a31	141287825	released
